full_name,gender
sunil kumar verma,m
malvika,f
ram gopal urf gopiram meena,m
km antim,f
shital,f
mohd jahoor,m
mohan devi,f
rehana praveen,f
shehnaz,f
ashish,m
madharam,m
rajesh,m
kavita,f
ramesh,m
farjana,f
vandna @ krishma,f
permeshwar parsad,m
annu,f
bharat kumar,m
rukhsana,f
samreen,f
sohib,m
nandani,f
tanvir,m
krishan kumar,m
kanishakraj,m
chetan,m
mansharam,m
mohan lal,m
manti devi,f
mohd. aslam,m
chandni,f
chandni,f
inderjeet singh,m
sonia,f
satish,m
laxmi d/o,f
pintu,m
neetu,f
suhaliya,f
neela kumari,f
chand kumar,m
vinay,m
anshu,m
mahender singh,m
rani,f
marium,f
bharti,f
mamta,f
pushpendra singh rathore,m
sushila,f
indra,f
panchoo bhahi,f
khusbu,f
abid,m
mithlesh,f
pradep,m
nitu,f
sarkar govinda,m
sangeeta,f
deepa,f
manish kumar @ montu,m
mannu yadav,m
manisha,f
deepti,f
vicky,m
pooja soren,f
rakhi,m
priya,f
salim,m
pankaj kumar,m
chandrawati,f
ashu singh,m
man singh,m
savita,f
urmila bai,f
geet,f
pinki,f
rohini,f
sheelu,f
midda,m
binu,f
parshu ram singh,m
ajay,m
aamir,m
anita d/o ramewsh kumar,f
smt jyoti,f
deepak ram,m
ritu,f
adil,m
akil@sonu,m
dinesh siriwastav,m
sangeta,f
smt babita,f
ravi,m
nirmala kumari,f
arvind kiran,m
salman,m
pooja,f
ansal topo,m
nannu@jaypal,m
ali @ mohd. ali,m
nihalchand,m
amit gupta,m
bhawana,f
shadhik alli,m
shri subhash chand,m
pooja,f
anuj kumar,m
rahul,m
renu,f
lalit gulati,m
ravi,m
neha,f
kanchan,f
rakesh chhatwal,m
pinky,f
vinita,f
tabassum,f
nitesh kumar,m
pramatma pandey,m
miss mamta,f
smt. asha,f
bhola,m
dushyant,m
mansi,f
trilok agrawal,m
mohit,m
leela,f
radat shyam,m
kumkum,f
nikki,f
rajesh kumar,m
kavita,f
kirpa,f
smt kavita,f
anita,f
saurabh pande,m
smt lakhihadar,f
rahul,m
banwari lal,m
sachin,m
shivam,m
girdhari,m
mo. safik,m
prabhjeet singh,m
mohan lal,m
beena devi,f
komal,f
bittan mandal,m
naresh kuamr,m
bhagirathi,f
shanno,f
meenakshi,f
shri mati amresh,f
arati kashyap,f
rachna,f
kumari radha sharma,f
kanhaiya lal,m
gaurav,m
basanta,m
ramdevi,f
shri mati savita,f
manisha,f
jyoti,f
sandeep,m
jasvinder singh,m
brijpal,m
manju roy,f
anita,f
geeta kumari,f
harender,m
priyanka  jatav,f
sandeep s/o pappu urf munesh kumar r/o chadseena p,m
nausad,m
reeta,f
jagdish chand,m
jai parkash,m
samsuddin,m
chanderkanta,f
vivek,m
sonu,m
aarti,f
hemant,m
ram naresh yadav,m
smt sarita,f
badrulla,m
mallika jayaswal,f
shifali roshan,f
vikash,m
hema aroan,f
neetu,f
rekha,f
ambiya,f
ankit kumar,m
bhuri devi,f
rita,f
neetu,f
gopi chand jain,m
satish sindhi,m
smt. teena gameti,f
annu,f
noni,f
hemlata @ makku,f
roshan khatoon,f
shalu,f
kanta,f
abhilash @ dabba,m
dinesh  sen,m
anita,f
anil kumar,m
sachin kumar,m
rangeeta,f
yasmin,f
arun sangwan,m
hiramani,m
laxman kumar,m
kunj bihari,m
mohd faijan,m
vipul kumar,m
manju,f
sunita devi,f
kapil bhatia,m
nipam,f
hudi bai kir,f
kanchan,f
ravi nayak,m
nadim,m
pryanka,f
ku-pooja,f
suganti @ sonali,f
pareen bhardwajd,m
najma khatun,f
hazira khatoon w/o saddik,f
farhanaaz,f
amba lal,m
meena,f
rajkumarm,m
rajesh kumar,m
chandni,f
manoj@monu,m
nadim,m
firoj,m
munni kumari,f
ravinder,m
nargish,f
ankur,m
nusrat,f
rajeshwari,f
uma verma,f
deepu,m
pooja,f
renu,f
seema uraf lalita,f
sahaja,f
chanda devi,f
kunod kumar ray,m
usha,f
sirajuddin,m
komal,f
ghanshyam,m
ashu,m
prabhakar,m
sumit,m
smt sarita,f
rinesh,f
rabina khatun,f
gorav,m
smt. nadu devi,f
naveen kumar,m
amarapal,m
shakuntla,f
chaturbhuj,m
vishal,m
dhrama devi,f
preeti   @    radha,f
parmita ray,f
sunita,f
manisha,f
gaurav kumar,m
sita ram,m
anjana,f
juber,m
sarita,f
seema,f
shikha,f
sanju shekhawat,f
rajinder kaur,f
minaxi,f
dinesh chand,m
pappu,m
sumit,m
samina,f
seema devi,f
preeti,f
basanti,f
chanchal kumar,m
pankaj sehgal,m
sakshi,f
rahul,m
raghunandan das,m
dolley,f
rajender,m
rosan,f
saranjeet singh,m
zenab khan,f
raj kumar,m
krishana yadav,f
sabhya shrama,f
shilpi,f
himanshi @ varsha,f
saurabh beeryani,m
ashok yadav,m
sadab(khura),m
ravi kumar,m
roshan,m
kavita,f
saurab,m
naim malik,m
poonam devi,f
niti,f
tarawati devi,f
vivek mohan arya,m
amit,m
sarita,f
manoj gupta,m
sachin,m
papp,m
shalini,f
gora singh,m
shalu,f
parbhudayal,m
narinder,m
shivani d/o late sh. rakesh,f
manisha,f
pooja @aafrin,f
dinesh kumari,f
shivani,f
liyakat ali,m
ruby @ shama farveen,f
b vikjay kumar,m
pooja,f
ganga ram,m
nandni,f
khusbu,f
imran,m
lalita,f
shahnaz begum,f
heena,f
vyelet moni,f
meena,f
kailash singh adhikari,m
lali @ poonam,f
rajani ure priti,f
salupa,f
km durgesh,f
usha devi with her two child-dheeraj & shivani,f
aasish  kumar,m
vishal @vaini,m
sudhir,m
varsha,f
mobsheera haider (shadiya),f
raman sharma,m
priti,f
abhay @ kamaljeet,m
shabina,f
munni,f
archna,f
kanchan kumari,f
dharmender kumar,m
shree bhagwat nishad,m
priya rawat,f
priya,f
suraj kumar,m
gaurav,m
vikas kumar,m
anish khan,m
sakir,m
subhash,m
rvina kumari d/0,f
asha,f
kareshan,m
sana praveen,f
smt. sawitri regar,f
smt rajkumari,f
sachin tomar,m
kurban ali,m
ali devi,f
smt. neelam,f
mohd rafiq,m
bhateri,f
ramji,m
kajol,f
ashok sharma,m
kiran,m
heena,f
hemlata pathak,f
mr. pritesh,m
anamika,f
shimla devi,f
rajesh kalia,m
smt radha devi,f
amit,m
varun anand,m
ramkish,m
aashish kumar,m
asmita,f
jai parkash,m
ashok pal,m
vaibhav,m
rakesh kumar,m
kum sangita,f
vinay,m
anjuman bano,f
harvindra singh,f
khushi,f
mohd hanif,m
rahul,m
md. imtyaj,m
shivani gupta,f
vishnu parshad,m
sonam,m
smt rubi,f
punam,f
yoshoda@ pinki,f
sangeeta,f
dinesh,m
mukesh kumar,m
pooja,f
mamta,f
beeram,m
hoti lal,m
rajesh,m
anuj kaushik,m
smt. manju,f
shamina,f
sunil,m
suman,f
dilip,m
md kadir,m
kiran kanwar,f
pushpa,f
ved parkash,m
kamala,m
ranjan kumari,f
himani @ payal,f
bhagirath sharma,m
pramod kumar,m
mubarik,m
sonika brahmin,f
vivek sharma,m
smt kamla meena,f
masheen yadav,m
mamta,f
manoj,m
priyanka,f
ankita @ mini,f
kanika sharma,f
jaipal,m
gautam kumar,m
kesri prashad sharma,m
laxmi,f
bhram singh,m
sanjay singh,m
neelu,f
piryanka,f
kamal kishor,m
tulsiram,m
himanshu sharma,m
annu,f
manoj sharma,m
amida @ poonam,f
chanda ram,m
deeya,f
manoj,m
shahnabaz,m
neha huq,f
laxmi,f
monika mehar,f
ravinder,m
deva ram,m
teena,f
surender nath saini,m
sarju,f
vikas,m
sudhama,f
santosh rani,f
ridhima,f
om prakash,m
guddi,f
aarti,f
suresh kumar,m
irfan,m
harish kumar pandey,m
manoj kumar,m
anuj kumar,m
ramchandr,m
tuba fatima,f
ajeet singh,m
lovely,f
arun kumar,m
gajendra mehta,m
jyoti,f
ravi,m
mukesh,m
mohd mukeem,m
poonam,f
wazid husain,m
dixya kanwar,f
divya,f
kajal,f
beauty,f
unknown,m
seema,f
suresh kumar jain,m
pooja kumari,f
ruby kumari,f
subhagi @ pinki,f
poonam,m
rajni,f
mena,f
usha nagar,f
sanju,f
kalu,m
poojadevi,f
kamlesh,m
pooja,f
manish,m
smt angoori devi,f
nar singh,m
savita meena,f
ankit,m
dhani ram,m
smt rekha suthar,f
smt. ranjana devi,f
sonu kumar,m
parbhu sahni,m
tolaram / bhanvar lal,m
raja kumar,m
damini,f
poonam,f
munjira bibi,f
sachin chauhan,m
bheema,m
radhika,f
lalit kumar,m
bobby,m
satish,m
radha,f
adalat,m
sahab singh,m
saroj god,f
umesh s/o suresh,m
osier,m
prashant,m
anand singh,m
shabnam,f
chaman parkash,m
omparkesh,m
simran,f
shiwani,f
durga,f
brij raj,m
ankit,m
abdul miya,m
sarad chaubay,m
rahul,m
satyvrat,m
abhimanu saini,m
yashpal nagpal,m
versha,f
hansraj,m
deepika,f
abhay @ jiddi,m
gopesh,m
satish,m
shahbaz,m
raj kumar,m
sidharth,m
koshal,f
mamta,f
aashish mathur s/o satbir mathur,m
km0 priyanka,f
tinku,m
minakshi,f
shelendra,m
kunal,m
deepak kumar yadav,m
dhramender,m
renuka @ reshu,f
kavita,f
sonu roy,m
aafrin @ dolly,f
keshav bhardwaj,f
dalip,m
manish sharma,m
sahabudeen,m
shan mohd.,m
pooja,f
nekki,f
atul,m
raju verma,m
viram singh,m
pooja gop,f
chandni,f
hanuman sing,m
turveny,f
sharwan singh,m
sukhpreeet kour,f
ku. nirmla,f
kumari anjeta,f
pooja,f
jyoti,f
galu @ biraj,m
sh rajendr,m
ram babu,m
saurabh,m
amit,m
sangeeta,f
sisty,f
dulari,f
sangeeta devi,f
neha,f
jitendr,m
amit kumar,m
shyad furkahn hussain,m
sahenaj,f
dumani munda,f
akhalak,m
prem lata,f
श्रीमती मुन्‍ना कं,f
taruna,f
neetu,f
imran,m
krishama,f
paramjit kaur,f
hitesh kumar,m
meera & manish,f
jedu,m
krishan kumar,m
wasimuddin,m
renu,f
pooja,f
md. jisan,m
mod- akram,m
ku. bharati,f
pinki,f
smt kalpana,f
anil kumar,m
smt mamta,f
kesnata devi @ rajni,f
abhishek@chotu,m
paras,m
ravinder singh @ bunty,m
sotaj singh,m
jaipal,m
sarda,f
raghuvir,m
anoop kumar@chhotu,m
jyoti panchal,f
seema,f
preeti,f
phooli devi,f
ram ratan,m
arvinder kaur w/o,f
sonu,m
sagar,m
bhajju ram,m
umesh,m
usha,f
prem chand,m
vinod kumar,m
sant mahendra singh,m
akaash singh,m
savita,f
gungun,f
ashok bairwa,m
nitu hada,f
reshmi,f
dukhi ram sharma,m
nand lal,m
manoj kumar,m
mukesh kumar echra,m
bhupendra urf anku,m
sunaina,f
smt mamta,f
taniya saini,f
jameer turi,m
vikash tomar,m
bandu khan,m
mursida,f
smt seeta,f
neha,f
karan singh,m
hema,f
smt asha,f
punkaj,m
saroj,f
ashok kenoor,m
meenaxi,f
babby,f
nandni d/o late jagdish,f
chander prakash,m
pushpa,f
amanjeet kour,f
ekta,f
ashok kumar,m
iqbal masin hans,m
sunita kumari,f
dhani ram,m
shiwani,f
smt. gudiya,f
manorma sharma,f
sunita,f
om parkash,m
gandharv mishra,m
tilak raj,m
kajal@ poonam,f
keshav,m
sulochna,f
lakki prajapti,m
priya,f
sunil kumar,m
usha,f
reena,f
safiya,f
babu lal,m
kasim,m
ashok kumar gha,m
pankaj yadav,m
aarif,m
babita bajali,f
jagat singh,m
rajani,f
ajay god,m
jitender,m
krishan lal gulyani,m
ruchendra rana,m
ranju kumari,f
mohd. firoz,m
minder kumar,m
tinku,m
manish kapoor,m
sanjay bansal,m
kanchan d/o kailash yadav,f
sunil kumar,m
saraswati,f
tekchand,m
rohitash keer,m
sanjana,f
harsh kapoor,f
manju,f
shalu,f
said mohmad,m
madan jain,m
jaswant giri,m
jyoti,f
rakhi,f
sunil,m
rajni,f
sony,f
hemlata @ pooja,f
savita,f
waseem,m
farah,f
deepa saini,f
lokesh,m
monu,m
anil kumar,m
govind ram,f
mohit bedi,m
vijay kumar,m
ishika,f
mohan singh meena,m
sudhir gupta,m
ku. neha,f
lalita,f
karamjeet,f
sagir ali,m
sheikh matin @ munna,m
nitin sharma,m
rambiri,f
alish,f
umashankar khanduri,m
kisori lal,m
prem,m
naresh singh,m
reena kumari,f
sunita,f
arati,f
suman,f
garima sharma,f
biraj pal,m
shivam,m
priti,f
urmila,f
harshdeep,m
alkesh,f
somil kumari,f
bhim singh,m
sushant,m
meena yadav,f
pawan,m
syham singh,m
bishana ram,m
mamchand,m
reena,f
saroj devi,f
puran regar,m
lalan devi,m
anita @ dhandevi,f
gori,f
lekhram,m
rajesh,m
priyanka,f
pradeep kumar,m
karishma,f
ramesh chand,m
gurfaan,m
mansi,f
vajid ali,m
uma,f
rakesh,m
gufran,m
amandeep kaur,f
km. rubina,f
chinki,f
pooja gurjar,f
vicakha sahani,f
sahin,f
anil kumar,m
meena,f
arvind bhardwaj,m
saroj,f
shanu,m
chandra shekar,m
munni devi,f
lilaki & pooja,f
parwati,f
preeti,f
jaskirat singh@ golfi,m
nirmaljeet singh,m
ranbir,m
dilsad,m
brijesh,m
vishnu,m
jyoti,f
diksha @ billa,f
geeta,f
abhishek,m
anamika,f
geeta,f
kawaljeet @ rahul,m
kishor ahuja,m
amit kumar,m
suraj,m
piyush,m
kanta devi,f
dasharath,m
ilema,f
tripti rawat,f
imran,m
priyanka,f
km. pratima,f
jayuti soni,f
ajay kumar,m
amit kumar,m
dinesh singh,m
manjeet,m
lajja devi,f
devraj,m
basant ram,m
nisha,f
ajay kumar,m
deepa,f
km arti,m
versha,f
bhudhi lal,m
hari dutt,m
shivani,f
munkad ali,m
vinay kumar,m
manoj kumar,m
hemlata,f
nagender,m
rahul,m
salma,f
prince @ pungari,m
ganga devi,f
mintu,m
jyoti,f
sanoj,f
gurmel kour,f
ashu,m
mohd. irfan,m
divya,f
parmo kumar jain,m
tisha urf megha sen,f
jyoti,f
arman,m
vikash pandy,m
parwati devi,f
neeraj,f
shazida,f
jyoti @ shalu,f
tek chand,f
anita,f
devender singh,m
neeraj kishore,m
vishal,m
santosh kumar dube,m
busness gupta,m
laxman,m
neelam,f
sachin,m
bhanwari devi,f
laxmi,f
vishal,m
ku. kanchan duvedi,f
rajpal,m
renu,f
inder dev singh,m
rubby,f
marjina,f
boby,m
babita dhasmana,f
sachin,m
madina,f
omprakash sharma,m
babli,f
manjula @ riya,f
akhilesh,m
jyoti,f
laxmi,f
mrs nanki,f
suraj kumar,m
sameem ahmed,m
panna lal @ sumit,m
gudiya,f
nishith bhattacharya,m
isha,f
anikesh,m
devendr,m
rani,f
laxmi,f
smt. kushma devi,f
kulbhushan,m
barjraj,m
sohanpal,m
jagdish,m
mamta,f
mahadev,m
sunita verma,f
asha,f
akhilesh bhagat,m
monika,f
praveen kumar,m
dharmender kumar sharma,m
smt haseena,f
suman,f
rahul,m
sangita,f
pinky,f
nilam kumawat,f
yeshpal,m
joyti,f
radha devi,f
sanjay singh,m
km. ankita,f
pappu @ mahender singh,m
sonia devi,f
dimpal,f
meera,f
sahwaj,m
sunil,m
laxmi,f
ruby,f
vineta,f
anita,f
rahul,m
rekha,f
kusumakar mishra,m
salaman,m
smt. moti devi,f
aarti,f
jay bhagwan,m
sinder,m
pooja,f
amit abrol,m
shiv sahota @ karan,m
rajesh,m
ashutosh,m
rishi raj,m
ramdev jha,m
konti bai meena,f
geeta devi,f
sandeep,m
saku kunwar,f
ghanshyam kushwah,m
priya,f
mumtaj,f
atul,m
sikha,f
santosh,f
ms. k. satya,f
chander bhan,m
smt kali,f
purnima,f
chandni,f
shalu singh,f
kishan,m
smt. kamala davi,f
minakshi,f
sanjiv pathak,m
vandna,f
laldhari ram,m
maya devi,f
sonali,f
ruby,f
simmi,f
ram singh,f
rajesh,m
manjit,m
shajid,m
suman,f
muli,f
tripti @ neeraj,f
sumitra,f
ravinder @ bacchi,m
jeenat jha,f
manpreet,f
lalit saini,m
manjar alam,m
dhananjay,m
neha,f
manish sehrawat,m
neelam,f
unknown,f
sanni,m
priti rawat,f
seema,f
reena,f
sandeep,m
raghuveer,m
mangal bind,m
phirdos alam,m
jai ram kir,m
hema,f
nathani mandal,m
rohit,m
hari singh,m
sunhara @shabnam,f
ram baran,m
kajal,f
rekha,f
najiya,f
bharti,f
akash,m
preety,f
md naseem,m
suraj panday,m
vidha,f
raghunandan pawar,m
aditya som,m
rafat yashmeen,f
parmeshwari,f
heeralal,m
surender mandal,m
lalu,m
amie margaret philips,f
sumit,m
hajrati,f
smt. geeta,f
ajay,m
manjoo,f
jyoti,f
sheetal,f
manoj,m
आशीष,m
kashum,f
pooja rani,f
dolly,f
sonu,m
sapna,f
ganesh kumar,m
nishu,f
rajender singh,m
shahin,f
sanjeev goswami,m
manish,f
tara singh rawat,m
deepa,f
satender,m
afsari,f
sapna,f
rajan,m
rakhi sharma,f
phol bano,f
rekha rani,f
anita,f
suraj,m
laxmi,f
ram kishor,m
nikki,f
ragini,f
riya masi,f
geeta,f
rukiya khan,f
pirmika tirkey,f
ashtha,f
sandeep,m
mala devi,f
mohd azad,m
mannu,m
nashima,f
jang bahadur,m
neha kumari,f
manjeet kaur,f
dinesh,m
ruksana bano,f
aman,m
goldi chopra,m
hemant,m
poonam kumar,f
suresh kumar,m
nanak chand,m
mohit,m
sunil kannujiya,m
annu,f
sangeeta,f
kalyani kumari,f
vikram,m
rani,f
nitin,m
roshni khan,f
rajend,m
kanku,f
mohd. imran,m
tabbasum,f
horam,m
shallu,f
perveen kumar,m
sachin pal,m
tahira,f
usha devi,f
pooja,f
bablu regar,m
krishana,m
smt rakhila,f
manpreet kaur,f
nisha kumari,f
mustkeem ali,m
kavita,f
sakuntala,f
kamal,m
varsha,f
sanjeev @ sonu,m
priyanka @ maruti,f
harshi,f
manish maheshwari,m
smt. sabnam,f
km. ranjna,f
rinku,m
sayra,f
preeti,f
smt champa,f
smt. jhamaku,f
baljeet,m
ankit,m
sandhya,f
kiran pande,f
sarika,f
mehnaz azmi,f
kapil jakhad,m
laxmi,f
narender kumar vajpai,f
kamrudeen,m
jasoda,f
shiwani,f
aarti,f
hema koli,f
punit gupta,m
sanjay,m
abdul rahim,m
ekta chauhan,f
rajesh,m
vijay,m
gaytri,f
baidnath,m
jagdish,m
usha,f
renu devi,f
sangeta,f
anju,f
lakshya chauhan @ lucky,m
maryana,f
sarvjeet singh,m
vandana kumari,f
khushbu,f
ku. neeru,f
rukshan,f
kanta devi,f
om parkash,m
sumit bhasin,m
raja,m
bharti,f
anoop singh,m
vikash atwal,m
nisa shekhavat,f
meela devi,f
pooja,f
ramu dubey,m
razia,f
reena,f
suman chaudhary,m
smt. rajkanwar,f
shivam,m
smt santna,f
geeta,f
rakhi,f
rinky,f
ruby,f
khimanand,m
hemani,f
rajni devi,f
hema,f
anita,f
manish kumar,m
ram naresh,m
amir,m
shweta,f
dhreej,m
kiran,m
heena,f
omprakesh,m
satyanarayan soni,m
sonu,m
rekha meena,f
vijaynti,f
varsha,f
laxami,f
krishan kumar @ pappu,m
ashwani chhabra,f
nitin,m
suraj pal @ amit,m
ganesh pandey,m
neetu,f
asha,f
miss ramila,f
meera,f
vijay,m
pooja,f
bablu,m
sumit,m
kanchan,f
smt anupriya @ gudiya,f
rizwana,f
deepak,m
kamla devi,f
smt. kali devi,f
"budhwanti with his son sanju age 2-1/2, & sanjay a",f
pooja handa,f
rukshan,m
babita devi,f
harimohan sharma,m
suraj,m
farjana,f
smt.kalawati,f
radha,f
karshana,f
poonam,f
raj kamal,m
arti arora,f
kumari sajida,f
gulista,f
komal,f
suman,f
pintu devi,f
sahawaj,f
awdhesh kumar singh,m
doli,f
manju devi,f
manish,m
mool chnad,m
ram kumar,m
omprakesh,m
aparna,f
aasha,f
gopal,f
suresh,m
kumari arti,f
mamata,f
neha,f
babu lal,m
aadish,m
dharmender,m
asrf,m
santosh,f
omjone ibanuil,m
lalita,f
vedehi,f
shivraj singh,m
rinki,f
jitender kumar,m
surendra singh,m
simren,f
chandan,m
guddi,f
deepa,f
vimal,f
shimla,f
reetu,f
nisha @ ninu,f
mohit sharma,m
amit singh,m
kajal,f
sanno,f
jit bahadur,m
pawan dixit,m
deepak,m
sajma,f
ashu,m
parveen suyal,m
gurpreet,f
smt sapna adhikari w/o rajnikant,f
parveen,m
sahil,m
pallavi,f
kanta,f
gendu kunar,f
rubeena,f
beauty kumari,f
vikash,m
ratan lal,m
jyoti,f
aftab,m
mohamad faruk,m
sandeep @ sonu,m
rekha devi,f
shahin,f
raman rajak,m
rani,f
rada,f
kavita,f
sonia,f
alok kumar thakur,m
jyoti jingir,f
preeti,f
smt gori barman,f
faizal hussain,m
salim,m
reshma,f
rekha,f
kajal,f
mho. majid,m
prem,m
simran kaur,f
neha,f
kapil jhakhar,m
guddi,f
raju alias rajaram,m
bimla devi ( with 5 years child subham ),f
anurag prasad,m
lalaram @ kalu,m
anita,f
shil kherval,m
kamlesh krant,f
iesha,f
sajid,m
mamata,f
pardeep @ sonu,m
rishu,m
karishma,f
gourav kumar,m
deepak  kumar,m
farid,m
roopa,f
sashi,f
hemant kumar,m
vikash,m
sandeep dhaka,m
vidhi,f
alisha khan,f
sonia,f
satpal morya,m
bharat bhushan,m
anil kumar,m
karuna,f
suraj,m
mazida,f
rajeev luka,m
dhurav goyel,m
manisha,f
rajesh,m
ajay kumar,m
smt. keshar devi,f
bharti,f
saneha,f
sabeer,m
rajesh,f
vishal,m
aman,m
muksndi lal,m
rajeev,m
lakshya sharma,m
poma ram,m
budho devi,f
yashwant kumar karwar,m
anjum,f
reetu,f
yogita sharma,f
bannu,m
rekha,f
aman kumar,m
sukhveer singh,m
hemlata,f
smt premi devi  &balbant singh&ishwar singh & yuva,f
pramod paswan,m
nazir ahmed,m
sorabh aggarwal,m
karmi indwar,f
shivam,m
ruby,f
shiv kumar,m
mohd. danish,m
rajeev,m
roshan,f
anamika sujata,f
rijwan aalam,m
shiwani siyal,f
smt  kaushalya,f
anil kumar,m
renu,f
khurshid sidhiki,m
virendra singh,m
sangita,f
khushi ram,m
smt rani devi,f
punnet,m
sunita,f
kasim,m
parwati meena,f
lajjavati,f
khusboo,f
mahaveer gurjar,m
kajol,f
adarsh @ sonu,m
sohan lal,m
rakesh kumar,m
rabina khatoon,f
veerpal,m
gunjan,f
shymo devi,f
md. ali,m
maya,f
mho javed,m
raj & pani devi,f
premature devi @ neetu,f
vaishali  @ vishu,m
om pal,m
deepa,f
pooja,f
yogesh,f
sudhanshu kumar kiran,m
anoop singh rawat,m
babita,f
madhu ram,m
rahul,m
shanti,f
kuldeep kumar,m
babbu singh,f
silender,m
sonali panchal,f
mukesh,m
sandeep,m
amrita,f
sehnaaz baano,f
birju,m
aktri aapa,f
bijender singh,m
pramila urf pinki,f
lakhan,m
narender,m
jaidul ali sekh,m
ved prakash,m
pyar mohmad,m
sudha devi,f
poonam,f
deepak yadav,m
gunjan,f
sandhya,f
dev chopra,m
reshma bi,f
kum. maya,f
shivangi,f
rahul,m
shanshak sharma,m
"ajay negi,",m
roopa devi,f
kamla devi,f
vaishali,f
pushpa,f
somnath banarji,m
lushi,f
saif ali @ raza,m
manisha,f
pankaj,m
bharti,f
vishal,m
aarti,f
neelam mentily ritayard,f
noore alam,m
smt. pholwanti,f
sweta sharma,f
shri gani mohammad,m
atul,m
prem lata,f
pinky @ rahul,f
mis radha regar,f
savita,f
dharmender singh,m
smt. vinder kaur,f
asha,f
rajkumar,m
sikha,f
roshan lal,m
amar singh mahar,m
shivam,m
madan mohan meena,m
swati,f
ravinder kumar,m
ashima,f
rizwana khatun,f
anju,f
poonam,f
ajaj ahmad,m
mithlesh kumar,m
sahdev tiwari,m
deepak,m
monika,f
chabi lal,m
rinki,f
smt raji devi,f
nurbi,f
manish kumar,m
pooja gupta,f
jaishmin,f
manpreet singh,m
roshni,f
gourav verma,m
rihan,m
vandana,f
chhagana,f
asha,f
mamta,m
ku. sheela,f
rupen raj pahwa,m
vinita,f
ashish rout,m
sonia,f
sanni,m
p s eswaran,m
dirgaj singh,m
virender,m
seema,f
khushboo,f
jyoti,f
tejpal,m
haseena,f
shiv vesh,m
umesh yadav,m
geeta,f
kanchan dev,f
shetal,f
kumari anita,f
smt aruna ekka,f
deelip verma,m
raja,m
vinos kumar,m
reena,f
sonia,f
sahnaj,m
jagat singh,m
manjinder kaur,f
renu,f
jyoti,f
dharma ram,m
rajesh,m
reeta,f
priyanka,f
sunaki w/o kallu,f
sunita,f
hasir,m
kapil sharma,m
chanchal @ rubi,f
kapil,m
pooja,f
anil,m
priya,f
mohan lal,m
karan singh,m
priya,f
satyavati,f
harish chand,m
kulsum,f
namita,f
shahid,m
jai parkash,m
asif,m
laxmi,f
kiran,f
mo nadim,m
adarsh,m
aarif,m
parvinder kaur,f
shahbuddin,m
raju,m
mamta,f
kamlesh urf jula,m
vivek sharma,m
ram kali,f
hemant pal,m
priyanka,f
gulshan kumar,m
arati,f
harkesh,m
bhala ram,m
annu,f
priti,f
hanuman,m
pankaj kumar,m
narender singh,m
nisha,f
marya,f
abhishek,m
hasina,f
rahul,m
kajal,f
amrit,m
roshni,f
neetu,f
ajeem,m
samra,f
kosylaya,f
pawan kumar,m
meena,f
kanta devi,f
mohak kaul,m
neetu,f
sajda,f
madhu nayak,f
manju,f
mukul @ sonu,m
"-	monika",f
kali charan,m
parwati,f
"tek chand s/o nanu ram r/o h.no.105, 3rd floor, pk",m
mamta,f
bhoopsingh,m
sonu,f
payal,f
श्रीमती टीना,f
surajpal,m
ranita,f
deepa,f
deepika chauhan,f
sahun,m
parvesh,m
komal,f
manoj,m
vijay shri vastav,m
pratiksha @ sanjali muram,f
barkha,f
kavita @ meena,f
vinod verma,m
fahim,m
chandan,m
sneha,f
rajdev bind,m
raj,m
parkash,m
sudesh,m
rahul,m
smt sima,f
mukesh s/o rate ram jat r/o asodha b/garh,m
nandita,m
divya sharma,f
ravinder,m
prem nath pandey,m
naushi,f
krishna,f
banita,f
komal,f
bheem singh,m
nagma khatoon,f
anguri bai,f
anuradha,f
poonam,f
sunil kumar,m
shivani,m
gouri mailwad,f
prem,f
om prakash tyagi,m
santosh pandey,m
smt sunita,f
harsh,m
shah mohd,m
fozia,f
poonam,f
jasvir,m
ajay panday,m
ramdulari,f
lalit kumar,m
monika,f
aarti,f
muskan,f
parmod s/o  ganga shran,m
ram avatar,m
amina khatun,f
reena,f
savitri,f
azaruddin,m
bhagwati,f
monu,m
rakhi,f
sonia,f
sunil,m
kumari khusbu singh,f
pawan,m
varsha,f
khusbu,f
sukhpal singh @ monu,m
sonu,f
manjeet singh,m
vinod kumar,m
sita devi,f
dayaram,m
kajal,f
seema,f
veero @ veerwati,f
koshal,f
sonia,m
shripal,m
smt. meena devi,f
bhanu pratap singh,m
darfasha,f
padama bai luhar,f
satish kumar,m
babita,f
sashi bala,f
soona bai,f
pramod shrama,m
meera devi,m
rahul singh,m
sarita,f
gopal sharma,m
vijay aggarwal,m
mohd. kaif,m
shalu sabarwal,f
pooja,f
smt ritu devi,f
mukesh kumar,m
anita,f
reshma,f
nishu,f
manish saini,m
resham,f
sube singh,m
chanab,f
vikki,m
prateek bahl,m
amit kumar,m
hariom,m
rati pal,m
lata,f
mumtaj,f
sumit mitra,m
anish bansal,m
rita gupta,f
sarvesh kumar pandey,m
khushi panday,f
nargish,f
saraswati thapa,f
kailash,m
ashish @chanchal,m
saif,m
ranjan singh rai,m
pooja,f
parsann  bai,f
vimla gameti,f
brijshwaer,m
jyoti,m
ashima khatoon,f
nagma,f
pinki,f
siddarth chakrwarti,m
kirorimal,m
aman,m
rahul bhaskar,m
sachin gayakwad,m
shubham,m
imran,m
neeta,f
raj kishor,m
